source	registry_source_id	raw_term	headword	pos	cefr	topic_or_section	pdf_page	source_ref	definition	notes	source_role	corpus_policy	source_format	locator
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	movie trailer	movie trailer	noun phrase		Other popular culture items	51	Edge Vocabulary Booster 2B visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	show	show	noun		Other popular culture items	51	Edge Vocabulary Booster 2B visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	stand-up comedy	stand-up comedy	noun phrase		Other popular culture items	51	Edge Vocabulary Booster 2B visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	vox pop	vox pop	noun phrase		Other popular culture items	51	Edge Vocabulary Booster 2B visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	webcomic	webcomic	noun		Other popular culture items	51	Edge Vocabulary Booster 2B visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=12
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	orphans	orphans	noun		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=1
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	people with intellectual disabilities	people with intellectual disabilities	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=2
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	people with physical disabilities	people with physical disabilities	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=3
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	people with severe illnesses	people with severe illnesses	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=4
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	people with substance abuse issues	people with substance abuse issues	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=5
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	refugees	refugees	noun		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=6
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	the elderly	the elderly	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=7
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	the homeless	the homeless	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	the needy	the needy	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	the poor	the poor	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	the unemployed	the unemployed	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	underprivileged families	underprivileged families	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=12
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	victims of abuse	victims of abuse	noun phrase		Helping others - People in need	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=13
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	abandoned animals	abandoned animals	noun phrase		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=14
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	alcohol addiction	alcohol addiction	noun phrase		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=15
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	discrimination	discrimination	noun		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=16
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	drug addiction	drug addiction	noun phrase		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=17
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	economic inequality	economic inequality	noun phrase		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=18
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	mental illness	mental illness	noun phrase		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=19
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	poverty	poverty	noun		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=20
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	racism	racism	noun		Social issues	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=21
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	caring for rescued animals	caring for rescued animals	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=22
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	coaching people with disabilities	coaching people with disabilities	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=23
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	collecting used clothing	collecting used clothing	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=24
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	delivering food to the homeless	delivering food to the homeless	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=25
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	doing household chores for the elderly	doing household chores for the elderly	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=26
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	fostering animals	fostering animals	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=27
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	organising fundraising activities	organising fundraising activities	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=28
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	storytelling in libraries	storytelling in libraries	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=29
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	tutoring children	tutoring children	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=30
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	visiting the elderly	visiting the elderly	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=31
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	voluntary work	voluntary work	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=32
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	walking dogs	walking dogs	noun phrase		Volunteer activities	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=33
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	find sth* worthwhile	find sth* worthwhile	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=34
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	for a good cause	for a good cause	expression		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=35
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	get involved	get involved	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=36
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	give back to (the community)	give back to (the community)	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=37
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	make a (big) difference	make a (big) difference	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=38
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	make an impact	make an impact	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=39
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	opportunity	opportunity	noun		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=40
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	raise awareness of	raise awareness of	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=41
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	show care	show care	verb phrase		Talking about offering help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=42
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	charity	charity	noun		Groups or people that offer help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=43
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	community centre	community centre	noun phrase		Groups or people that offer help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=44
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	counsellor	counsellor	noun		Groups or people that offer help	53	Edge Vocabulary Booster 2B visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=45
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	athletic	athletic	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=1
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	casual	casual	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=2
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	chic	chic	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=3
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	delicate	delicate	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=4
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	dull	dull	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=5
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	elegant	elegant	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=6
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	glamorous	glamorous	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=7
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	petite	petite	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	plain	plain	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	polished	polished	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	presentable	presentable	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	radiant	radiant	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=12
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	scruffy	scruffy	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=13
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	sleek	sleek	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=14
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	stylish	stylish	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=15
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	worn	worn	adjective		Adjectives to describe appearance	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=16
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	accessory	accessory	noun		Words and phrases related to looking good	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=17
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	acne	acne	noun		Words and phrases related to looking good	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=18
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	appearance	appearance	noun		Words and phrases related to looking good	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=19
Edge Vocabulary Booster 2B	edge-vocabulary-booster-2b	cosmetics	cosmetics	noun		Words and phrases related to looking good	55	Edge Vocabulary Booster 2B visible PDF p.55		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=55;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=20
