source	registry_source_id	raw_term	headword	pos	cefr	topic_or_section	pdf_page	source_ref	definition	notes	source_role	corpus_policy	source_format	locator
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	fan	fan	noun		Sports communication - People in sports	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=1
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	runner-up	runner-up	noun		Sports communication - People in sports	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=2
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	substitute	substitute	noun		Sports communication - People in sports	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=3
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	team-mate	team-mate	noun		Sports communication - People in sports	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=4
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	umpire	umpire	noun		Sports communication - People in sports	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=5
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	ball	ball	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=6
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	bat	bat	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=7
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	cue	cue	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	goalpost	goalpost	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	goggles	goggles	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	golf club	golf club	noun phrase		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	puck	puck	noun		Sports communication - Sports equipment	49	Edge Vocabulary Book 1A visible PDF p.49		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=49;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=12
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	acrostic	acrostic	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=1
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	alliteration	alliteration	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=2
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	emphasis	emphasis	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=3
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	line	line	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=4
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	message	message	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=5
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	repetition	repetition	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=6
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	rhyme	rhyme	verb		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=7
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	rhyming words	rhyming words	noun phrase		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	stress	stress	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	subject	subject	noun		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	shape poem	shape poem	noun phrase		Poems (I) - Words used in poetry	51	Edge Vocabulary Book 1A visible PDF p.51		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=51;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	hand sth* in	hand sth* in	phrasal verb		Visible glossary continuation	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=1
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	lend an ear	lend an ear	verb phrase		Visible glossary continuation	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=2
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	school spirit	school spirit	noun phrase		Visible glossary continuation	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=3
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	scold	scold	verb		Visible glossary continuation	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=4
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	wisely	wisely	adverb		Visible glossary continuation	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=5
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	baking	baking	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=6
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	calligraphy	calligraphy	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=7
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	chess	chess	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=8
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	collecting ...	collecting ...	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=9
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	crafting	crafting	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=10
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	drawing	drawing	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=11
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	gaming	gaming	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=12
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	hiking	hiking	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=13
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	ice-skating	ice-skating	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=14
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	journalling	journalling	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=15
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	K-pop dancing	K-pop dancing	noun phrase		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=16
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	martial arts	martial arts	noun phrase		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=17
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	photography	photography	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=18
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	playing the ...	playing the ...	noun phrase		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=19
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	reading	reading	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=20
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	skateboarding	skateboarding	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=21
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	vlogging	vlogging	noun		Hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=22
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	beneficial	beneficial	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=23
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	calming	calming	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=24
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	challenging	challenging	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=25
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	educational	educational	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=26
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	enjoyable	enjoyable	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=27
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	rewarding	rewarding	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=28
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	satisfying	satisfying	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=29
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	stress-relieving	stress-relieving	adjective		Describing a hobby	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=30
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	develop new skills	develop new skills	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=31
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	develop patience	develop patience	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=32
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	enrich one's life	enrich one's life	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=33
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	explore one's creativity	explore one's creativity	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=34
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	feel relaxed	feel relaxed	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=35
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	gain more confidence	gain more confidence	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=36
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	have fun with friends	have fun with friends	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=37
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	keep fit	keep fit	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=38
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	learn about the world	learn about the world	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=39
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	make new friends	make new friends	verb phrase		Reasons to have hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=40
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	create ...	create ...	verb		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=41
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	form a ... band	form a ... band	verb phrase		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=42
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	practise ...	practise ...	verb		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=43
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	share ...	share ...	verb		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=44
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	sign up for ... classes	sign up for ... classes	verb phrase		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=45
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	take up ...	take up ...	verb phrase		Words and phrases related to doing hobbies	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=46
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	catchy	catchy	adjective		Other vocabulary	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=47
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	coach	coach	noun		Other vocabulary	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=48
Edge Vocabulary Book 1A	edge-vocabulary-book-1a	dance studio	dance studio	noun phrase		Other vocabulary	53	Edge Vocabulary Book 1A visible PDF p.53		visible-even-pages-only; source-missing-alternate-pages; explicit target-list term and printed POS only; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=53;region=explicit-vocabulary-list;scope=visible-even-pages-only;source-missing-alternate-pages=true;entry=49
